POOL|Sorcerer Bloodline|selections 53|linked+held 30|lines before 9800|lines after 1040|linked lines: held 6938, NOT-HELD 1822, no converted member rule 0|unlinked lines still printed 1040
LINE|Sorcerer|Accursed Bloodline|8|Accursed Bloodline ~ Dream Walking|Sorcerer_AccursedDreamWalking_Duration|8|NOT-HELD
LINE|Sorcerer|Accursed Bloodline|8|Accursed Bloodline ~ Dream Walking|Sorcerer_AccursedDreamWalking_Times|1|NOT-HELD
LINE|Sorcerer|Accursed Bloodline|8|Accursed Bloodline ~ Fearsome Survival|Sorcerer_AccursedFearsomeSurvival_DR|10|NOT-HELD
LINE|Sorcerer|Accursed Bloodline|8|Accursed Bloodline ~ Fearsome Survival|Sorcerer_AccursedFearsomeSurvival_SR|22|NOT-HELD
LINE|Sorcerer|Accursed Bloodline|9|Accursed Bloodline ~ Dream Walking|Sorcerer_AccursedDreamWalking_Duration|9|NOT-HELD
LINE|Sorcerer|Accursed Bloodline|9|Accursed Bloodline ~ Dream Walking|Sorcerer_AccursedDreamWalking_Times|1|NOT-HELD
LINE|Sorcerer|Accursed Bloodline|9|Accursed Bloodline ~ Fearsome Survival|Sorcerer_AccursedFearsomeSurvival_DR|10|NOT-HELD
LINE|Sorcerer|Accursed Bloodline|9|Accursed Bloodline ~ Fearsome Survival|Sorcerer_AccursedFearsomeSurvival_SR|24|NOT-HELD
LINE|Sorcerer|Accursed Bloodline|10|Accursed Bloodline ~ Dream Walking|Sorcerer_AccursedDreamWalking_Duration|10|NOT-HELD
LINE|Sorcerer|Accursed Bloodline|10|Accursed Bloodline ~ Dream Walking|Sorcerer_AccursedDreamWalking_Times|1|NOT-HELD
LINE|Sorcerer|Accursed Bloodline|10|Accursed Bloodline ~ Fearsome Survival|Sorcerer_AccursedFearsomeSurvival_DR|10|NOT-HELD
LINE|Sorcerer|Accursed Bloodline|10|Accursed Bloodline ~ Fearsome Survival|Sorcerer_AccursedFearsomeSurvival_SR|26|NOT-HELD
LINE|Sorcerer|Accursed Bloodline|11|Accursed Bloodline ~ Dream Walking|Sorcerer_AccursedDreamWalking_Duration|11|NOT-HELD
LINE|Sorcerer|Accursed Bloodline|11|Accursed Bloodline ~ Dream Walking|Sorcerer_AccursedDreamWalking_Times|1|NOT-HELD
LINE|Sorcerer|Accursed Bloodline|11|Accursed Bloodline ~ Fearsome Survival|Sorcerer_AccursedFearsomeSurvival_DR|10|NOT-HELD
LINE|Sorcerer|Accursed Bloodline|11|Accursed Bloodline ~ Fearsome Survival|Sorcerer_AccursedFearsomeSurvival_SR|28|NOT-HELD
LINE|Sorcerer|Accursed Bloodline|12|Accursed Bloodline ~ Dream Walking|Sorcerer_AccursedDreamWalking_Duration|12|NOT-HELD
LINE|Sorcerer|Accursed Bloodline|12|Accursed Bloodline ~ Dream Walking|Sorcerer_AccursedDreamWalking_Times|1|NOT-HELD
LINE|Sorcerer|Accursed Bloodline|12|Accursed Bloodline ~ Fearsome Survival|Sorcerer_AccursedFearsomeSurvival_DR|10|NOT-HELD
LINE|Sorcerer|Accursed Bloodline|12|Accursed Bloodline ~ Fearsome Survival|Sorcerer_AccursedFearsomeSurvival_SR|30|NOT-HELD
LINE|Sorcerer|Accursed Bloodline|13|Accursed Bloodline ~ Dream Walking|Sorcerer_AccursedDreamWalking_Duration|13|NOT-HELD
LINE|Sorcerer|Accursed Bloodline|13|Accursed Bloodline ~ Dream Walking|Sorcerer_AccursedDreamWalking_Times|1|NOT-HELD
LINE|Sorcerer|Accursed Bloodline|13|Accursed Bloodline ~ Fearsome Survival|Sorcerer_AccursedFearsomeSurvival_DR|10|NOT-HELD
LINE|Sorcerer|Accursed Bloodline|13|Accursed Bloodline ~ Fearsome Survival|Sorcerer_AccursedFearsomeSurvival_SR|32|NOT-HELD
LINE|Sorcerer|Accursed Bloodline|14|Accursed Bloodline ~ Dream Walking|Sorcerer_AccursedDreamWalking_Duration|14|NOT-HELD
LINE|Sorcerer|Accursed Bloodline|14|Accursed Bloodline ~ Dream Walking|Sorcerer_AccursedDreamWalking_Times|1|NOT-HELD
LINE|Sorcerer|Accursed Bloodline|14|Accursed Bloodline ~ Fearsome Survival|Sorcerer_AccursedFearsomeSurvival_DR|10|NOT-HELD
LINE|Sorcerer|Accursed Bloodline|14|Accursed Bloodline ~ Fearsome Survival|Sorcerer_AccursedFearsomeSurvival_SR|34|NOT-HELD
LINE|Sorcerer|Accursed Bloodline|15|Accursed Bloodline ~ Fearsome Survival|Sorcerer_AccursedFearsomeSurvival_DR|10|NOT-HELD
LINE|Sorcerer|Accursed Bloodline|15|Accursed Bloodline ~ Fearsome Survival|Sorcerer_AccursedFearsomeSurvival_SR|36|NOT-HELD
LINE|Sorcerer|Accursed Bloodline|16|Accursed Bloodline ~ Fearsome Survival|Sorcerer_AccursedFearsomeSurvival_DR|10|NOT-HELD
LINE|Sorcerer|Accursed Bloodline|16|Accursed Bloodline ~ Fearsome Survival|Sorcerer_AccursedFearsomeSurvival_SR|38|NOT-HELD
LINE|Sorcerer|Accursed Bloodline|17|Accursed Bloodline ~ Fearsome Survival|Sorcerer_AccursedFearsomeSurvival_DR|10|NOT-HELD
LINE|Sorcerer|Accursed Bloodline|17|Accursed Bloodline ~ Fearsome Survival|Sorcerer_AccursedFearsomeSurvival_SR|40|NOT-HELD
LINE|Sorcerer|Accursed Bloodline|18|Accursed Bloodline ~ Fearsome Survival|Sorcerer_AccursedFearsomeSurvival_DR|10|NOT-HELD
LINE|Sorcerer|Accursed Bloodline|18|Accursed Bloodline ~ Fearsome Survival|Sorcerer_AccursedFearsomeSurvival_SR|42|NOT-HELD
LINE|Sorcerer|Accursed Bloodline|19|Accursed Bloodline ~ Fearsome Survival|Sorcerer_AccursedFearsomeSurvival_DR|10|NOT-HELD
LINE|Sorcerer|Accursed Bloodline|19|Accursed Bloodline ~ Fearsome Survival|Sorcerer_AccursedFearsomeSurvival_SR|44|NOT-HELD
LINE|Sorcerer|Aquatic Bloodline|1|Aquatic Bloodline ~ Aquatic Adaptation|BlindsenseUnderwaterRange|30|NOT-HELD
LINE|Sorcerer|Aquatic Bloodline|1|Aquatic Bloodline ~ Aquatic Adaptation|ColdResistanceBonus|0|NOT-HELD
LINE|Sorcerer|Aquatic Bloodline|1|Aquatic Bloodline ~ Aquatic Adaptation|Sorcerer_AquaticAquaticAdaptation_NaturalArmorBonus|0|NOT-HELD
LINE|Sorcerer|Aquatic Bloodline|1|Aquatic Bloodline ~ Aquatic Adaptation|Sorcerer_AquaticAquaticAdaptation_SwimSpeed|30|NOT-HELD
LINE|Sorcerer|Aquatic Bloodline|1|Aquatic Bloodline ~ Aquatic Telepathy|Sorcerer_AquaticAquaticTelepathy_CallTimes|0|NOT-HELD
LINE|Sorcerer|Aquatic Bloodline|1|Aquatic Bloodline ~ Aquatic Telepathy|Sorcerer_AquaticAquaticTelepathy_SuggestionTimes|-1|NOT-HELD
LINE|Sorcerer|Aquatic Bloodline|1|Aquatic Bloodline ~ Deep One|BlindsenseRange|60|NOT-HELD
LINE|Sorcerer|Aquatic Bloodline|1|Aquatic Bloodline ~ Deep One|ColdResistanceBonus|20|NOT-HELD
LINE|Sorcerer|Aquatic Bloodline|1|Aquatic Bloodline ~ Raise the Deep|Sorcerer_AquaticRaiseTheDeep_Duration|2|NOT-HELD
LINE|Sorcerer|Aquatic Bloodline|1|Aquatic Bloodline ~ Raise the Deep|Sorcerer_AquaticRaiseTheDeep_Times|1|NOT-HELD
LINE|Sorcerer|Aquatic Bloodline|2|Aquatic Bloodline ~ Aquatic Adaptation|BlindsenseUnderwaterRange|30|NOT-HELD
LINE|Sorcerer|Aquatic Bloodline|2|Aquatic Bloodline ~ Aquatic Adaptation|ColdResistanceBonus|0|NOT-HELD
LINE|Sorcerer|Aquatic Bloodline|2|Aquatic Bloodline ~ Aquatic Adaptation|Sorcerer_AquaticAquaticAdaptation_NaturalArmorBonus|0|NOT-HELD
LINE|Sorcerer|Aquatic Bloodline|2|Aquatic Bloodline ~ Aquatic Adaptation|Sorcerer_AquaticAquaticAdaptation_SwimSpeed|30|NOT-HELD
LINE|Sorcerer|Aquatic Bloodline|2|Aquatic Bloodline ~ Aquatic Telepathy|Sorcerer_AquaticAquaticTelepathy_CallTimes|0|NOT-HELD
LINE|Sorcerer|Aquatic Bloodline|2|Aquatic Bloodline ~ Aquatic Telepathy|Sorcerer_AquaticAquaticTelepathy_SuggestionTimes|-1|NOT-HELD
LINE|Sorcerer|Aquatic Bloodline|2|Aquatic Bloodline ~ Deep One|BlindsenseRange|60|NOT-HELD
LINE|Sorcerer|Aquatic Bloodline|2|Aquatic Bloodline ~ Deep One|ColdResistanceBonus|20|NOT-HELD
LINE|Sorcerer|Aquatic Bloodline|2|Aquatic Bloodline ~ Raise the Deep|Sorcerer_AquaticRaiseTheDeep_Duration|4|NOT-HELD
LINE|Sorcerer|Aquatic Bloodline|2|Aquatic Bloodline ~ Raise the Deep|Sorcerer_AquaticRaiseTheDeep_Times|1|NOT-HELD
LINE|Sorcerer|Aquatic Bloodline|3|Aquatic Bloodline ~ Aquatic Telepathy|Sorcerer_AquaticAquaticTelepathy_CallTimes|0|NOT-HELD
LINE|Sorcerer|Aquatic Bloodline|3|Aquatic Bloodline ~ Aquatic Telepathy|Sorcerer_AquaticAquaticTelepathy_SuggestionTimes|-1|NOT-HELD
LINE|Sorcerer|Aquatic Bloodline|3|Aquatic Bloodline ~ Deep One|BlindsenseRange|60|NOT-HELD
LINE|Sorcerer|Aquatic Bloodline|3|Aquatic Bloodline ~ Deep One|ColdResistanceBonus|20|NOT-HELD
LINE|Sorcerer|Aquatic Bloodline|3|Aquatic Bloodline ~ Raise the Deep|Sorcerer_AquaticRaiseTheDeep_Duration|6|NOT-HELD
LINE|Sorcerer|Aquatic Bloodline|3|Aquatic Bloodline ~ Raise the Deep|Sorcerer_AquaticRaiseTheDeep_Times|1|NOT-HELD
LINE|Sorcerer|Aquatic Bloodline|4|Aquatic Bloodline ~ Aquatic Telepathy|Sorcerer_AquaticAquaticTelepathy_CallTimes|0|NOT-HELD
LINE|Sorcerer|Aquatic Bloodline|4|Aquatic Bloodline ~ Aquatic Telepathy|Sorcerer_AquaticAquaticTelepathy_SuggestionTimes|-1|NOT-HELD
LINE|Sorcerer|Aquatic Bloodline|4|Aquatic Bloodline ~ Deep One|BlindsenseRange|60|NOT-HELD
LINE|Sorcerer|Aquatic Bloodline|4|Aquatic Bloodline ~ Deep One|ColdResistanceBonus|20|NOT-HELD
LINE|Sorcerer|Aquatic Bloodline|4|Aquatic Bloodline ~ Raise the Deep|Sorcerer_AquaticRaiseTheDeep_Duration|8|NOT-HELD
LINE|Sorcerer|Aquatic Bloodline|4|Aquatic Bloodline ~ Raise the Deep|Sorcerer_AquaticRaiseTheDeep_Times|1|NOT-HELD
LINE|Sorcerer|Aquatic Bloodline|5|Aquatic Bloodline ~ Aquatic Telepathy|Sorcerer_AquaticAquaticTelepathy_CallTimes|0|NOT-HELD
LINE|Sorcerer|Aquatic Bloodline|5|Aquatic Bloodline ~ Aquatic Telepathy|Sorcerer_AquaticAquaticTelepathy_SuggestionTimes|-1|NOT-HELD
LINE|Sorcerer|Aquatic Bloodline|5|Aquatic Bloodline ~ Deep One|BlindsenseRange|60|NOT-HELD
LINE|Sorcerer|Aquatic Bloodline|5|Aquatic Bloodline ~ Deep One|ColdResistanceBonus|20|NOT-HELD
LINE|Sorcerer|Aquatic Bloodline|5|Aquatic Bloodline ~ Raise the Deep|Sorcerer_AquaticRaiseTheDeep_Duration|10|NOT-HELD
LINE|Sorcerer|Aquatic Bloodline|5|Aquatic Bloodline ~ Raise the Deep|Sorcerer_AquaticRaiseTheDeep_Times|1|NOT-HELD
LINE|Sorcerer|Aquatic Bloodline|6|Aquatic Bloodline ~ Aquatic Telepathy|Sorcerer_AquaticAquaticTelepathy_CallTimes|0|NOT-HELD
LINE|Sorcerer|Aquatic Bloodline|6|Aquatic Bloodline ~ Aquatic Telepathy|Sorcerer_AquaticAquaticTelepathy_SuggestionTimes|-1|NOT-HELD
LINE|Sorcerer|Aquatic Bloodline|6|Aquatic Bloodline ~ Deep One|BlindsenseRange|60|NOT-HELD
LINE|Sorcerer|Aquatic Bloodline|6|Aquatic Bloodline ~ Deep One|ColdResistanceBonus|20|NOT-HELD
LINE|Sorcerer|Aquatic Bloodline|6|Aquatic Bloodline ~ Raise the Deep|Sorcerer_AquaticRaiseTheDeep_Duration|12|NOT-HELD
LINE|Sorcerer|Aquatic Bloodline|6|Aquatic Bloodline ~ Raise the Deep|Sorcerer_AquaticRaiseTheDeep_Times|1|NOT-HELD
LINE|Sorcerer|Aquatic Bloodline|7|Aquatic Bloodline ~ Aquatic Telepathy|Sorcerer_AquaticAquaticTelepathy_CallTimes|0|NOT-HELD
LINE|Sorcerer|Aquatic Bloodline|7|Aquatic Bloodline ~ Aquatic Telepathy|Sorcerer_AquaticAquaticTelepathy_SuggestionTimes|-1|NOT-HELD
LINE|Sorcerer|Aquatic Bloodline|7|Aquatic Bloodline ~ Deep One|BlindsenseRange|60|NOT-HELD
LINE|Sorcerer|Aquatic Bloodline|7|Aquatic Bloodline ~ Deep One|ColdResistanceBonus|20|NOT-HELD
LINE|Sorcerer|Aquatic Bloodline|7|Aquatic Bloodline ~ Raise the Deep|Sorcerer_AquaticRaiseTheDeep_Duration|14|NOT-HELD
LINE|Sorcerer|Aquatic Bloodline|7|Aquatic Bloodline ~ Raise the Deep|Sorcerer_AquaticRaiseTheDeep_Times|1|NOT-HELD
LINE|Sorcerer|Aquatic Bloodline|8|Aquatic Bloodline ~ Aquatic Telepathy|Sorcerer_AquaticAquaticTelepathy_CallTimes|1|NOT-HELD
LINE|Sorcerer|Aquatic Bloodline|8|Aquatic Bloodline ~ Aquatic Telepathy|Sorcerer_AquaticAquaticTelepathy_SuggestionTimes|-1|NOT-HELD
LINE|Sorcerer|Aquatic Bloodline|8|Aquatic Bloodline ~ Deep One|BlindsenseRange|60|NOT-HELD
LINE|Sorcerer|Aquatic Bloodline|8|Aquatic Bloodline ~ Deep One|ColdResistanceBonus|20|NOT-HELD
LINE|Sorcerer|Aquatic Bloodline|8|Aquatic Bloodline ~ Raise the Deep|Sorcerer_AquaticRaiseTheDeep_Duration|16|NOT-HELD
LINE|Sorcerer|Aquatic Bloodline|8|Aquatic Bloodline ~ Raise the Deep|Sorcerer_AquaticRaiseTheDeep_Times|1|NOT-HELD
LINE|Sorcerer|Aquatic Bloodline|9|Aquatic Bloodline ~ Deep One|BlindsenseRange|60|NOT-HELD
LINE|Sorcerer|Aquatic Bloodline|9|Aquatic Bloodline ~ Deep One|ColdResistanceBonus|20|NOT-HELD
LINE|Sorcerer|Aquatic Bloodline|9|Aquatic Bloodline ~ Raise the Deep|Sorcerer_AquaticRaiseTheDeep_Duration|18|NOT-HELD
LINE|Sorcerer|Aquatic Bloodline|9|Aquatic Bloodline ~ Raise the Deep|Sorcerer_AquaticRaiseTheDeep_Times|1|NOT-HELD
LINE|Sorcerer|Aquatic Bloodline|10|Aquatic Bloodline ~ Deep One|BlindsenseRange|60|NOT-HELD
LINE|Sorcerer|Aquatic Bloodline|10|Aquatic Bloodline ~ Deep One|ColdResistanceBonus|20|NOT-HELD
LINE|Sorcerer|Aquatic Bloodline|10|Aquatic Bloodline ~ Raise the Deep|Sorcerer_AquaticRaiseTheDeep_Duration|20|NOT-HELD
LINE|Sorcerer|Aquatic Bloodline|10|Aquatic Bloodline ~ Raise the Deep|Sorcerer_AquaticRaiseTheDeep_Times|1|NOT-HELD
LINE|Sorcerer|Aquatic Bloodline|11|Aquatic Bloodline ~ Deep One|BlindsenseRange|60|NOT-HELD
LINE|Sorcerer|Aquatic Bloodline|11|Aquatic Bloodline ~ Deep One|ColdResistanceBonus|20|NOT-HELD
LINE|Sorcerer|Aquatic Bloodline|11|Aquatic Bloodline ~ Raise the Deep|Sorcerer_AquaticRaiseTheDeep_Duration|22|NOT-HELD
LINE|Sorcerer|Aquatic Bloodline|11|Aquatic Bloodline ~ Raise the Deep|Sorcerer_AquaticRaiseTheDeep_Times|1|NOT-HELD
LINE|Sorcerer|Aquatic Bloodline|12|Aquatic Bloodline ~ Deep One|BlindsenseRange|60|NOT-HELD
LINE|Sorcerer|Aquatic Bloodline|12|Aquatic Bloodline ~ Deep One|ColdResistanceBonus|20|NOT-HELD
LINE|Sorcerer|Aquatic Bloodline|12|Aquatic Bloodline ~ Raise the Deep|Sorcerer_AquaticRaiseTheDeep_Duration|24|NOT-HELD
LINE|Sorcerer|Aquatic Bloodline|12|Aquatic Bloodline ~ Raise the Deep|Sorcerer_AquaticRaiseTheDeep_Times|1|NOT-HELD
LINE|Sorcerer|Aquatic Bloodline|13|Aquatic Bloodline ~ Deep One|BlindsenseRange|60|NOT-HELD
LINE|Sorcerer|Aquatic Bloodline|13|Aquatic Bloodline ~ Deep One|ColdResistanceBonus|20|NOT-HELD
LINE|Sorcerer|Aquatic Bloodline|13|Aquatic Bloodline ~ Raise the Deep|Sorcerer_AquaticRaiseTheDeep_Duration|26|NOT-HELD
LINE|Sorcerer|Aquatic Bloodline|13|Aquatic Bloodline ~ Raise the Deep|Sorcerer_AquaticRaiseTheDeep_Times|1|NOT-HELD
LINE|Sorcerer|Aquatic Bloodline|14|Aquatic Bloodline ~ Deep One|BlindsenseRange|60|NOT-HELD
LINE|Sorcerer|Aquatic Bloodline|14|Aquatic Bloodline ~ Deep One|ColdResistanceBonus|20|NOT-HELD
LINE|Sorcerer|Aquatic Bloodline|14|Aquatic Bloodline ~ Raise the Deep|Sorcerer_AquaticRaiseTheDeep_Duration|28|NOT-HELD
LINE|Sorcerer|Aquatic Bloodline|14|Aquatic Bloodline ~ Raise the Deep|Sorcerer_AquaticRaiseTheDeep_Times|1|NOT-HELD
LINE|Sorcerer|Aquatic Bloodline|15|Aquatic Bloodline ~ Deep One|BlindsenseRange|60|NOT-HELD
LINE|Sorcerer|Aquatic Bloodline|15|Aquatic Bloodline ~ Deep One|ColdResistanceBonus|20|NOT-HELD
LINE|Sorcerer|Aquatic Bloodline|16|Aquatic Bloodline ~ Deep One|BlindsenseRange|60|NOT-HELD
LINE|Sorcerer|Aquatic Bloodline|16|Aquatic Bloodline ~ Deep One|ColdResistanceBonus|20|NOT-HELD
LINE|Sorcerer|Aquatic Bloodline|17|Aquatic Bloodline ~ Deep One|BlindsenseRange|60|NOT-HELD
LINE|Sorcerer|Aquatic Bloodline|17|Aquatic Bloodline ~ Deep One|ColdResistanceBonus|20|NOT-HELD
LINE|Sorcerer|Aquatic Bloodline|18|Aquatic Bloodline ~ Deep One|BlindsenseRange|60|NOT-HELD
LINE|Sorcerer|Aquatic Bloodline|18|Aquatic Bloodline ~ Deep One|ColdResistanceBonus|20|NOT-HELD
LINE|Sorcerer|Aquatic Bloodline|19|Aquatic Bloodline ~ Deep One|BlindsenseRange|60|NOT-HELD
LINE|Sorcerer|Aquatic Bloodline|19|Aquatic Bloodline ~ Deep One|ColdResistanceBonus|20|NOT-HELD
LINE|Sorcerer|Arcane Bloodline|1|Arcane Bloodline ~ Arcane Apotheosis|Sorcerer_Arcane_BloodlinePower3|-1|NOT-HELD
LINE|Sorcerer|Arcane Bloodline|1|Arcane Bloodline ~ Metamagic Adept|Sorcerer_ArcaneMetamagicAdept_Times|0|NOT-HELD
LINE|Sorcerer|Arcane Bloodline|1|Arcane Bloodline ~ New Arcana|Sorcerer_NewArcana_Number|-1|NOT-HELD
LINE|Sorcerer|Arcane Bloodline|2|Arcane Bloodline ~ Arcane Apotheosis|Sorcerer_Arcane_BloodlinePower3|-1|NOT-HELD
LINE|Sorcerer|Arcane Bloodline|2|Arcane Bloodline ~ Metamagic Adept|Sorcerer_ArcaneMetamagicAdept_Times|1|NOT-HELD
LINE|Sorcerer|Arcane Bloodline|2|Arcane Bloodline ~ New Arcana|Sorcerer_NewArcana_Number|-1|NOT-HELD
LINE|Sorcerer|Arcane Bloodline|3|Arcane Bloodline ~ Arcane Apotheosis|Sorcerer_Arcane_BloodlinePower3|-1|NOT-HELD
LINE|Sorcerer|Arcane Bloodline|3|Arcane Bloodline ~ New Arcana|Sorcerer_NewArcana_Number|0|NOT-HELD
LINE|Sorcerer|Arcane Bloodline|4|Arcane Bloodline ~ Arcane Apotheosis|Sorcerer_Arcane_BloodlinePower3|-1|NOT-HELD
LINE|Sorcerer|Arcane Bloodline|4|Arcane Bloodline ~ New Arcana|Sorcerer_NewArcana_Number|0|NOT-HELD
LINE|Sorcerer|Arcane Bloodline|5|Arcane Bloodline ~ Arcane Apotheosis|Sorcerer_Arcane_BloodlinePower3|-1|NOT-HELD
LINE|Sorcerer|Arcane Bloodline|5|Arcane Bloodline ~ New Arcana|Sorcerer_NewArcana_Number|1|NOT-HELD
LINE|Sorcerer|Arcane Bloodline|6|Arcane Bloodline ~ Arcane Apotheosis|Sorcerer_Arcane_BloodlinePower3|-1|NOT-HELD
LINE|Sorcerer|Arcane Bloodline|6|Arcane Bloodline ~ New Arcana|Sorcerer_NewArcana_Number|1|NOT-HELD
LINE|Sorcerer|Arcane Bloodline|7|Arcane Bloodline ~ Arcane Apotheosis|Sorcerer_Arcane_BloodlinePower3|-1|NOT-HELD
LINE|Sorcerer|Arcane Bloodline|7|Arcane Bloodline ~ New Arcana|Sorcerer_NewArcana_Number|2|NOT-HELD
LINE|Sorcerer|Arcane Bloodline|8|Arcane Bloodline ~ Arcane Apotheosis|Sorcerer_Arcane_BloodlinePower3|-1|NOT-HELD
LINE|Sorcerer|Arcane Bloodline|8|Arcane Bloodline ~ New Arcana|Sorcerer_NewArcana_Number|2|NOT-HELD
LINE|Sorcerer|Arcane Bloodline|9|Arcane Bloodline ~ Arcane Apotheosis|Sorcerer_Arcane_BloodlinePower3|-1|NOT-HELD
LINE|Sorcerer|Arcane Bloodline|10|Arcane Bloodline ~ Arcane Apotheosis|Sorcerer_Arcane_BloodlinePower3|-1|NOT-HELD
LINE|Sorcerer|Arcane Bloodline|11|Arcane Bloodline ~ Arcane Apotheosis|Sorcerer_Arcane_BloodlinePower3|-1|NOT-HELD
LINE|Sorcerer|Arcane Bloodline|12|Arcane Bloodline ~ Arcane Apotheosis|Sorcerer_Arcane_BloodlinePower3|-1|NOT-HELD
LINE|Sorcerer|Arcane Bloodline|13|Arcane Bloodline ~ Arcane Apotheosis|Sorcerer_Arcane_BloodlinePower3|-1|NOT-HELD
LINE|Sorcerer|Arcane Bloodline|14|Arcane Bloodline ~ Arcane Apotheosis|Sorcerer_Arcane_BloodlinePower3|-1|NOT-HELD
LINE|Sorcerer|Arcane Bloodline|15|Arcane Bloodline ~ Arcane Apotheosis|Sorcerer_Arcane_BloodlinePower3|-1|NOT-HELD
LINE|Sorcerer|Arcane Bloodline|16|Arcane Bloodline ~ Arcane Apotheosis|Sorcerer_Arcane_BloodlinePower3|-1|NOT-HELD
LINE|Sorcerer|Arcane Bloodline|17|Arcane Bloodline ~ Arcane Apotheosis|Sorcerer_Arcane_BloodlinePower3|-1|NOT-HELD
LINE|Sorcerer|Arcane Bloodline|18|Arcane Bloodline ~ Arcane Apotheosis|Sorcerer_Arcane_BloodlinePower3|-1|NOT-HELD
LINE|Sorcerer|Arcane Bloodline|19|Arcane Bloodline ~ Arcane Apotheosis|Sorcerer_Arcane_BloodlinePower3|-1|NOT-HELD
LINE|Sorcerer|Boreal Bloodline|1|Boreal Bloodline ~ Blizzard|Sorcerer_BorealBlizzard_Times|1|NOT-HELD
LINE|Sorcerer|Boreal Bloodline|1|Boreal Bloodline ~ Icewalker|ColdResistanceBonus|0|NOT-HELD
LINE|Sorcerer|Boreal Bloodline|1|Boreal Bloodline ~ Snow Shroud|Sorcerer_BorealSnowShroud_Duration|2|NOT-HELD
LINE|Sorcerer|Boreal Bloodline|1|Boreal Bloodline ~ Snow Shroud|Sorcerer_BorealSnowShroud_StealthBonus|1|NOT-HELD
LINE|Sorcerer|Boreal Bloodline|1|Boreal Bloodline ~ Snow Shroud|Sorcerer_BorealSnowShroud_Times|1|NOT-HELD
LINE|Sorcerer|Boreal Bloodline|2|Boreal Bloodline ~ Blizzard|Sorcerer_BorealBlizzard_Times|1|NOT-HELD
LINE|Sorcerer|Boreal Bloodline|2|Boreal Bloodline ~ Icewalker|ColdResistanceBonus|5|NOT-HELD
LINE|Sorcerer|Boreal Bloodline|2|Boreal Bloodline ~ Snow Shroud|Sorcerer_BorealSnowShroud_Duration|4|NOT-HELD
LINE|Sorcerer|Boreal Bloodline|2|Boreal Bloodline ~ Snow Shroud|Sorcerer_BorealSnowShroud_StealthBonus|2|NOT-HELD
LINE|Sorcerer|Boreal Bloodline|2|Boreal Bloodline ~ Snow Shroud|Sorcerer_BorealSnowShroud_Times|1|NOT-HELD
LINE|Sorcerer|Boreal Bloodline|3|Boreal Bloodline ~ Blizzard|Sorcerer_BorealBlizzard_Times|1|NOT-HELD
LINE|Sorcerer|Boreal Bloodline|3|Boreal Bloodline ~ Snow Shroud|Sorcerer_BorealSnowShroud_Duration|6|NOT-HELD
LINE|Sorcerer|Boreal Bloodline|3|Boreal Bloodline ~ Snow Shroud|Sorcerer_BorealSnowShroud_StealthBonus|3|NOT-HELD
LINE|Sorcerer|Boreal Bloodline|3|Boreal Bloodline ~ Snow Shroud|Sorcerer_BorealSnowShroud_Times|1|NOT-HELD
LINE|Sorcerer|Boreal Bloodline|4|Boreal Bloodline ~ Blizzard|Sorcerer_BorealBlizzard_Times|1|NOT-HELD
LINE|Sorcerer|Boreal Bloodline|4|Boreal Bloodline ~ Snow Shroud|Sorcerer_BorealSnowShroud_Duration|8|NOT-HELD
LINE|Sorcerer|Boreal Bloodline|4|Boreal Bloodline ~ Snow Shroud|Sorcerer_BorealSnowShroud_StealthBonus|4|NOT-HELD
LINE|Sorcerer|Boreal Bloodline|4|Boreal Bloodline ~ Snow Shroud|Sorcerer_BorealSnowShroud_Times|1|NOT-HELD
LINE|Sorcerer|Boreal Bloodline|5|Boreal Bloodline ~ Blizzard|Sorcerer_BorealBlizzard_Times|1|NOT-HELD
LINE|Sorcerer|Boreal Bloodline|5|Boreal Bloodline ~ Snow Shroud|Sorcerer_BorealSnowShroud_Duration|10|NOT-HELD
LINE|Sorcerer|Boreal Bloodline|5|Boreal Bloodline ~ Snow Shroud|Sorcerer_BorealSnowShroud_StealthBonus|5|NOT-HELD
LINE|Sorcerer|Boreal Bloodline|5|Boreal Bloodline ~ Snow Shroud|Sorcerer_BorealSnowShroud_Times|1|NOT-HELD
LINE|Sorcerer|Boreal Bloodline|6|Boreal Bloodline ~ Blizzard|Sorcerer_BorealBlizzard_Times|1|NOT-HELD
LINE|Sorcerer|Boreal Bloodline|6|Boreal Bloodline ~ Snow Shroud|Sorcerer_BorealSnowShroud_Duration|12|NOT-HELD
LINE|Sorcerer|Boreal Bloodline|6|Boreal Bloodline ~ Snow Shroud|Sorcerer_BorealSnowShroud_StealthBonus|6|NOT-HELD
LINE|Sorcerer|Boreal Bloodline|6|Boreal Bloodline ~ Snow Shroud|Sorcerer_BorealSnowShroud_Times|1|NOT-HELD
LINE|Sorcerer|Boreal Bloodline|7|Boreal Bloodline ~ Blizzard|Sorcerer_BorealBlizzard_Times|1|NOT-HELD
LINE|Sorcerer|Boreal Bloodline|7|Boreal Bloodline ~ Snow Shroud|Sorcerer_BorealSnowShroud_Duration|14|NOT-HELD
LINE|Sorcerer|Boreal Bloodline|7|Boreal Bloodline ~ Snow Shroud|Sorcerer_BorealSnowShroud_StealthBonus|7|NOT-HELD
LINE|Sorcerer|Boreal Bloodline|7|Boreal Bloodline ~ Snow Shroud|Sorcerer_BorealSnowShroud_Times|1|NOT-HELD
